Product Title,Product Sub Title,Manufacturer Name,Manufacturer Code,Item Code,Category A,Category B,Category C,Image A,Image A (500 x 500),Stock Quantity,Price
Netgear LB1111 Ethernet LAN Black wired router,"Netgear LB1111, 10,100,1000 Mbit/s, 10/100/1000Base-T(X), Ethernet (RJ-45), 2G,3G,GSM,HSPA+,LTE,UMTS, Internal & external, Black",Netgear,LB1111-100EUS,NG-LB1111-100EUS,Networking & Communications,Wireless,3G/4G,http://www.e-cdn.co.uk/original-images/1213042.jpg,http://www.e-cdn.co.uk/thumb-images/500x500/1213042.jpg,0,110.21
4 port modular analog PCI card and HW Echo Can,4 port modular analog PCI card and HW Echo Can,Digium,1A4A01F,DGM-1A4A01F,Networking & Communications,Telecoms,Comms Cards,http://www.e-cdn.co.uk/original-images/5536635.png,http://www.e-cdn.co.uk/thumb-images/500x500/5536635.png,0,271.48
4 port mod analog PCI card inc 4 Station interface,4 port mod analog PCI card inc 4 Station interface,Digium,1A4A05F,DGM-1A4A05F,Networking & Communications,Telecoms,Comms Cards,http://www.e-cdn.co.uk/original-images/5895940.png,http://www.e-cdn.co.uk/thumb-images/500x500/5895940.png,0,224.34
4 station interface mod analog PCI inc HW Echo Can,4 station interface mod analog PCI inc HW Echo Can,Digium,1A4A06F,DGM-1A4A06F,Networking & Communications,Telecoms,Comms Cards,,,0,379.93
4 port mod analog PCI-E x1 with Trunk interfaces,4 port mod analog PCI-E x1 with Trunk interfaces,Digium,1A4B02F,DGM-1A4B02F,Networking & Communications,Telecoms,Comms Cards,http://www.e-cdn.co.uk/original-images/5895942.png,http://www.e-cdn.co.uk/thumb-images/500x500/5895942.png,0,275.33
4 Station Int mod analog PCI-E x1 and HW Echo Can,4 Station Int mod analog PCI-E x1 and HW Echo Can,Digium,1A4B06F,DGM-1A4B06F,Networking & Communications,Telecoms,Comms Cards,http://www.e-cdn.co.uk/original-images/5895943.png,http://www.e-cdn.co.uk/thumb-images/500x500/5895943.png,0,422.98
8 port modular analog PCI and HW Echo Can,8 port modular analog PCI and HW Echo Can,Digium,1A8A01F,DGM-1A8A01F,Networking & Communications,Telecoms,Comms Cards,http://www.e-cdn.co.uk/original-images/5895945.png,http://www.e-cdn.co.uk/thumb-images/500x500/5895945.png,0,324.44
8 port Trunk Interface modular analog PCI card,8 port Trunk Interface modular analog PCI card,Digium,1A8A02F,DGM-1A8A02F,Networking & Communications,Telecoms,Comms Cards,http://www.e-cdn.co.uk/original-images/5895946.png,http://www.e-cdn.co.uk/thumb-images/500x500/5895946.png,0,400.59
8 port Trunk Int mod analog PCI inc HW Echo Can,8 port Trunk Int mod analog PCI inc HW Echo Can,Digium,1A8A03F,DGM-1A8A03F,Networking & Communications,Telecoms,Comms Cards,http://www.e-cdn.co.uk/original-images/5895947.png,http://www.e-cdn.co.uk/thumb-images/500x500/5895947.png,0,556.19
MSI GeForce GTX 1080 GAMING 8GB,"NVIDIA GeForce GTX 1080, PCI Express x16 3.0, 8GB GDDR5X, 256 bits, 3 x DisplayPort, 1 x HDMI, 1 x DVI-D",MSI,GEFORCE GTX 1080 GAMING 8G,MSI-GTX-1080-G-8GB,Components,Graphics Cards,NVIDIA,http://www.e-cdn.co.uk/original-images/1199812.jpg,http://www.e-cdn.co.uk/thumb-images/500x500/1199812.jpg,0,523.55
8 port modular analog PCI-E card and HW Echo Can,8 port modular analog PCI-E card and HW Echo Can,Digium,1A8B01F,DGM-1A8B01F,Networking & Communications,Telecoms,Comms Cards,,,0,364.18
8 port Trunk Interface analog PCI-E card,8 port Trunk Interface analog PCI-E card,Digium,1A8B02F,DGM-1A8B02F,Networking & Communications,Telecoms,Comms Cards,,,0,440.33
8 port Trunk Int mod analog PCI-E and HW Echo Can,8 port Trunk Int mod analog PCI-E and HW Echo Can,Digium,1A8B03F,DGM-1A8B03F,Networking & Communications,Telecoms,Comms Cards,,,0,595.93
Spare Hot-Swap PSU for Switchvox 35X Appliance,Spare Hot-Swap PSU for Switchvox 35X Appliance,Digium,1AA35XPSULF,DGM-1AA35XPSULF,Networking & Communications,Telecoms,IP PBX,,,0,389.13
24 port RJ-11 breakout box for 24 port analog card,24 port RJ-11 breakout box for 24 port analog card,Digium,1ACC24PBO,DGM-1ACC24PBO,Networking & Communications,Telecoms,Comms Cards,,,0,205.26
"24 x RJ-11 19"" patch panel for 24 port analog card","24 x RJ-11 19"" patch panel for 24 port analog card",Digium,1ACC24PPP,DGM-1ACC24PPP,Networking & Communications,Telecoms,Comms Cards,,,0,152.29
24 port modular analog PCI-E x1 card,24 port modular analog PCI-E x1 card,Digium,1AEX2400LF,DGM-1AEX2400LF,Networking & Communications,Telecoms,Comms Cards,,,0,238.36
24 port Trunk Interface modular analog PCI-E card,24 port Trunk Interface modular analog PCI-E card,Digium,1AEX2406BF,DGM-1AEX2406BF,Networking & Communications,Telecoms,Comms Cards,,,0,933.61
Netgear 6000450 2.5dBi network antenna,"Netgear 6000450, 2.5 dBi, 1 m, Indoor & outdoor, Black",Netgear,6000450,NG-6000450,Networking & Communications,Wireless,3G/4G,,,0,31.47
PLP B3 STD TXT WHT 756 C3,PLP B3 STD TXT WHT 756 C3,Netgear,280-10010-01,NG-280-10010-01,Networking & Communications,Networking,Accessories,,,0,6.11
Netgear AirCard 790S Wi-Fi Black cellular wireless network equipment,"Netgear AirCard 790S, 3G,4G, 6.1 cm (2.4""), Black, 2930 mAh, Lithium-Ion (Li-Ion), 68 mm",Netgear,AC790-100EUS,NG-AC790-100EUS,Networking & Communications,Wireless,3G/4G,http://www.e-cdn.co.uk/original-images/1202895.jpg,http://www.e-cdn.co.uk/thumb-images/500x500/1202895.jpg,0,110.21
REPLACEMENT RACKMOUNT KIT,REPLACEMENT RACKMOUNT KIT,Netgear,ACC-001-054,NG-ACC-001-054,Networking & Communications,Networking,Switches,,,0,4.48
RACKMOUNT KIT REPLACEMENT FOR 726 3,RACKMOUNT KIT REPLACEMENT FOR 726 3,Netgear,ACC-107-007,NG-ACC-107-007,Networking & Communications,Networking,Switches,,,0,10.19
Netgear 10GBASE-LR Lite SFP+ 10000Mbit/s SFP+ Single-mode network transceiver module,"Netgear 10GBASE-LR Lite SFP+, 10000 Mbit/s, SFP+, LC, IEEE 802.3,IEEE 802.3ab,IEEE 802.3ae,IEEE 802.3u, LR, 10GBASE-LR",Netgear,AXM764-10000S,NG-AXM764-10000S,Networking & Communications,Networking,Switches,,,0,235.43
Netgear D6000 Dual-band (2.4 GHz / 5 GHz) Gigabit Ethernet Black wireless router,"Netgear D6000, Dual-band (2.4 GHz / 5 GHz), IEEE 802.11ac, 450 Mbit/s, IEEE 802.11a,IEEE 802.11ac,IEEE 802.11b,IEEE 802.11g,IEEE 802.11n, 300 Mbit/s, 450 Mbit/s",Netgear,D6000-100UKS,NG-D6000-100UKS,Networking & Communications,Wireless,Routers,http://www.e-cdn.co.uk/original-images/7580590.jpg,http://www.e-cdn.co.uk/thumb-images/500x500/7580590.jpg,0,55.1
Netgear 5PT AC1200 VDSL WLESS MODEM ROU wireless router,"Netgear D6220, Dual-band (2.4 GHz / 5 GHz), IEEE 802.11ac, 900 Mbit/s, IEEE 802.11ac, Gigabit Ethernet, 10,100,1000 Mbit/s",Netgear,D6220-100UKS,NG-D6220-100UKS,Networking & Communications,Wireless,Routers,http://www.e-cdn.co.uk/original-images/7580595.jpg,http://www.e-cdn.co.uk/thumb-images/500x500/7580595.jpg,0,78.72
4 PORT DSL MODEM ROUTER,4 PORT DSL MODEM ROUTER,Netgear,D7000-100UKS,NG-D7000-100UKS,Networking & Communications,Wireless,Routers,http://www.e-cdn.co.uk/original-images/6461033.png,http://www.e-cdn.co.uk/thumb-images/500x500/6461033.png,0,133.82
5 PORT AC2550 VDSL/ADSL MODEM ROUTER,5 PORT AC2550 VDSL/ADSL MODEM ROUTER,Netgear,D7800-100UKS,NG-D7800-100UKS,Networking & Communications,Wireless,Routers,,,0,217.01
Netgear DGND4000 Dual-band (2.4 GHz / 5 GHz) Gigabit Ethernet Black wireless router,"Netgear DGND4000, Dual-band (2.4 GHz / 5 GHz), IEEE 802.11n, 450 Mbit/s, IEEE 802.11a,IEEE 802.11b,IEEE 802.11g,IEEE 802.11n, Gigabit Ethernet, 10,100,1000 Mbit/s",Netgear,DGND4000-100UKS,NG-DGND4000-100UKS,Networking & Communications,Wireless,Routers,,,0,99.85
1 PORT AC750 WIFI EXTENDER PLUS OUTLET,1 PORT AC750 WIFI EXTENDER PLUS OUTLET,Netgear,EX3800-100UKS,NG-EX3800-100UKS,Networking & Communications,Wireless,Range Extenders,http://www.e-cdn.co.uk/original-images/6461036.jpg,http://www.e-cdn.co.uk/thumb-images/500x500/6461036.jpg,0,31.47
1 PORT AC1200 WALLPLUG EXTENDER,1 PORT AC1200 WALLPLUG EXTENDER,Netgear,EX6120-100UKS,NG-EX6120-100UKS,Networking & Communications,Wireless,Range Extenders,http://www.e-cdn.co.uk/original-images/6461037.jpg,http://www.e-cdn.co.uk/thumb-images/500x500/6461037.jpg,0,35.41
"Netgear EX6130 Network transmitter White 10,100Mbit/s","Netgear EX6130, Network transmitter, 1200 Mbit/s, 10,100 Mbit/s, Microsoft Internet Explorer 8.0, Firefox 20, Safari 5.1, Google Chrome 25.0, IEEE 802.11a,IEEE 802.11ac,IEEE 802.11b,IEEE 802.11g,IEEE 802.11n, IEEE 802.11a,IEEE 802.11ac,IEEE 802.11b,IEEE 8",Netgear,EX6130-100UKS,NG-EX6130-100UKS,Networking & Communications,Wireless,Range Extenders,http://www.e-cdn.co.uk/original-images/7580602.jpg,http://www.e-cdn.co.uk/thumb-images/500x500/7580602.jpg,0,39.36
1 PORT AC1200 WIFI RANGE EXTENDER,1 PORT AC1200 WIFI RANGE EXTENDER,Netgear,EX6150-100UKS,NG-EX6150-100UKS,Networking & Communications,Wireless,Range Extenders,,,0,39.36
AC1900 HIGH POWER EXTENDER,AC1900 HIGH POWER EXTENDER,Netgear,EX7000-100UKS,NG-EX7000-100UKS,Networking & Communications,Wireless,Range Extenders,,,0,102.26
Netgear G728TXPAV-10000S software license/upgrade,"Netgear G728TXPAV-10000S, Netgear GS728TXP-100",Netgear,G728TXPAV-10000S,NG-G728TXPAV-10000S,Networking & Communications,Warranty & Upgrade Licenses,,,,0,142.02
Netgear G752TXPAV-10000S software license/upgrade,"Netgear G752TXPAV-10000S, Netgear GS752TXP-100",Netgear,G752TXPAV-10000S,NG-G752TXPAV-10000S,Networking & Communications,Warranty & Upgrade Licenses,,,,0,250.63
Netgear GS116 Unmanaged network switch,"Netgear GS116, Unmanaged network switch, IEEE 802.1p, 8000 entries, 1 Gbit/s, 25 W, 0 - 50 �C",Netgear,GS116GE,NG-GS116GE,Networking & Communications,Networking,Switches,http://www.e-cdn.co.uk/original-images/1213046.jpg,http://www.e-cdn.co.uk/thumb-images/500x500/1213046.jpg,0,55.03
Netgear GS748TP Managed Power over Ethernet (PoE),"Netgear GS748TP, Managed network switch, RFC 1213 MIB II, RFC 1643, RFC 1493, 1000BASE-T,100BASE-TX,10BASE-T, IEEE 802.1D,IEEE 802.1p,IEEE 802.1Q,IEEE 802.1w,IEEE 802.3,IEEE 802.3ab,IEEE 802.3af,IEEE 802.3u,IEE, 4000 entries, 1 Gbit/s",Netgear,GS748TP-100EUS,NG-GS748TP-100EUS,Networking & Communications,Networking,Switches,,,0,653.99
Netgear GS752TXAV-10000S software license/upgrade,"Netgear GS752TXAV-10000S, Netgear GS752TX-100",Netgear,GS752TXAV-10000S,NG-GS752TXAV-10000S,Networking & Communications,Warranty & Upgrade Licenses,,,,0,250.63
Netgear MHBTR01 Lithium-Ion 2000mAh rechargeable battery,"Netgear MHBTR01, Lithium-Ion, 2000 mAh, Black, AC760S, AC762S, AC763S, AC785S",Netgear,MHBTR01-10000S,NG-MHBTR01-10000S,Networking & Communications,Networking,Accessories,,,4,15.14
AC 77X/78X 3600MAH BATTERY,AC 77X/78X 3600MAH BATTERY,Netgear,MHBTR02-10000S,NG-MHBTR02-10000S,Networking & Communications,Networking,Accessories,,,0,28.12
READYRECOVER DESKTOP 1YR MAINT,READYRECOVER DESKTOP 1YR MAINT,Netgear,MRRDESK1-10000S,NG-MRRDESK1-10000S,Networking & Communications,Warranty & Upgrade Licenses,,,,0,12.52
"Netgear ReadyRECOVER 100pk, 1y","Netgear ReadyRECOVER 100pk, 1y, Windows 7 Enterprise, Windows 8, Windows Vista Home Premium, Windows 8 Enterprise, Windows 7 Home Ba",Netgear,MRRDESK1C-10000S,NG-MRRDESK1C-10000S,Networking & Communications,Warranty & Upgrade Licenses,,http://www.e-cdn.co.uk/original-images/1202930.jpg,http://www.e-cdn.co.uk/thumb-images/500x500/1202930.jpg,0,1026.9
"Netgear ReadyRECOVER 20pk, 1y","Netgear ReadyRECOVER 20pk, 1y, 1 year(s), PC, Windows 7 Enterprise,Windows 8,Windows Vista Home Premium,Windows 8 Enterprise,Windows 7 Home Basic,",Netgear,MRRDESK20-10000S,NG-MRRDESK20-10000S,Networking & Communications,Warranty & Upgrade Licenses,,,,0,233.82
"Netgear ReadyRECOVER 2000pk, 1y","Netgear ReadyRECOVER 2000pk, 1y, PC, Windows 7 Enterprise, Windows 8, Windows Vista Home Premium, Windows 8 Enterprise, Windows 7 Home Ba",Netgear,MRRDESK2K-10000S,NG-MRRDESK2K-10000S,Networking & Communications,Warranty & Upgrade Licenses,,http://www.e-cdn.co.uk/original-images/1202934.jpg,http://www.e-cdn.co.uk/thumb-images/500x500/1202934.jpg,0,13499.13
"Netgear ReadyRECOVER 4000pk, 1y","Netgear ReadyRECOVER 4000pk, 1y, PC, Windows 7 Enterprise, Windows 8, Windows Vista Home Premium, Windows 8 Enterprise, Windows 7 Home Ba",Netgear,MRRDESK4K-10000S,NG-MRRDESK4K-10000S,Networking & Communications,Warranty & Upgrade Licenses,,http://www.e-cdn.co.uk/original-images/1202936.jpg,http://www.e-cdn.co.uk/thumb-images/500x500/1202936.jpg,0,20441.56
Netgear ReadyRECOVER 500pk,"Netgear ReadyRECOVER 500pk, PC, Windows 7 Enterprise, Windows 8, Windows Vista Home Premium, Windows 8 Enterprise, Windows 7 Home Ba",Netgear,MRRDESK5C-10000S,NG-MRRDESK5C-10000S,Networking & Communications,Warranty & Upgrade Licenses,,http://www.e-cdn.co.uk/original-images/1202938.jpg,http://www.e-cdn.co.uk/thumb-images/500x500/1202938.jpg,0,4194.38
READYRECOVER GRE 1YR MAINT,READYRECOVER GRE 1YR MAINT,Netgear,MRRGRE1-10000S,NG-MRRGRE1-10000S,Networking & Communications,Warranty & Upgrade Licenses,,,,0,241.05
READYRECOVER SBS 1 YR MAINT,READYRECOVER SBS 1 YR MAINT,Netgear,MRRSBS1-10000S,NG-MRRSBS1-10000S,Networking & Communications,Warranty & Upgrade Licenses,,,,0,67.5
READYRECOVER SERVER 1YR MAINT,READYRECOVER SERVER 1YR MAINT,Netgear,MRRSERV1-10000S,NG-MRRSERV1-10000S,Networking & Communications,Warranty & Upgrade Licenses,,,,0,130.17
READYRECOVER VIRTSVR 1YR MAINT,READYRECOVER VIRTSVR 1YR MAINT,Netgear,MRRVIRT1-10000S,NG-MRRVIRT1-10000S,Networking & Communications,Warranty & Upgrade Licenses,,,,0,48.21
"Netgear ReadyRECOVER 12pk, 1y","Netgear ReadyRECOVER 12pk, 1y, PC, Windows Server 2008 R2, Windows Server 2003, Windows Server 2012, Windows Server 2008, Windows Serve",Netgear,MRRVIRT12-10000S,NG-MRRVIRT12-10000S,Networking & Communications,Warranty & Upgrade Licenses,,http://www.e-cdn.co.uk/original-images/1202940.jpg,http://www.e-cdn.co.uk/thumb-images/500x500/1202940.jpg,0,313.38
"Netgear ReadyRECOVER 24pk, 1y","Netgear ReadyRECOVER 24pk, 1y, PC, Windows Server 2008 R2, Windows Server 2003, Windows Server 2012, Windows Server 2008, Windows Serve",Netgear,MRRVIRT24-10000S,NG-MRRVIRT24-10000S,Networking & Communications,Warranty & Upgrade Licenses,,http://www.e-cdn.co.uk/original-images/1202942.jpg,http://www.e-cdn.co.uk/thumb-images/500x500/1202942.jpg,0,578.54
"Netgear ReadyRECOVER 50pk, 1y","Netgear ReadyRECOVER 50pk, 1y, PC, Windows Server 2008 R2, Windows Server 2003, Windows Server 2012, Windows Server 2008, Windows Serve",Netgear,MRRVIRT50-10000S,NG-MRRVIRT50-10000S,Networking & Communications,Warranty & Upgrade Licenses,,http://www.e-cdn.co.uk/original-images/1202944.jpg,http://www.e-cdn.co.uk/thumb-images/500x500/1202944.jpg,0,1157.07
"Netgear ReadyRECOVER 6pk, 1y","Netgear ReadyRECOVER 6pk, 1y, PC, Windows Server 2008 R2, Windows Server 2003, Windows Server 2012, Windows Server 2008, Windows Serve",Netgear,MRRVIRT6-10000S,NG-MRRVIRT6-10000S,Networking & Communications,Warranty & Upgrade Licenses,,http://www.e-cdn.co.uk/original-images/1202946.jpg,http://www.e-cdn.co.uk/thumb-images/500x500/1202946.jpg,0,212.13
Netgear PMP3132-10000S,"Netgear PMP3132-10000S, 3 year(s)",Netgear,PMP3132-10000S,NG-PMP3132-10000S,Networking & Communications,Warranty & Upgrade Licenses,,,,0,264.68
Netgear PMP3133-10000S,"Netgear PMP3133-10000S, 3 year(s)",Netgear,PMP3133-10000S,NG-PMP3133-10000S,Networking & Communications,Warranty & Upgrade Licenses,,,,0,288.79
Netgear PMP3134-10000S,"Netgear PMP3134-10000S, 3 year(s)",Netgear,PMP3134-10000S,NG-PMP3134-10000S,Networking & Communications,Warranty & Upgrade Licenses,,,,0,361.1
Netgear PRR0323-10000S,"Netgear PRR0323-10000S, 2 year(s)",Netgear,PRR0323-10000S,NG-PRR0323-10000S,Networking & Communications,Warranty & Upgrade Licenses,,,,0,42.91
Netgear R6220 Dual-band (2.4 GHz / 5 GHz) Gigabit Ethernet Black wireless router,"Netgear R6220, Dual-band (2.4 GHz / 5 GHz), IEEE 802.11ac, 867 Mbit/s, 300 Mbit/s, 867 Mbit/s, Gigabit Ethernet",Netgear,R6220-100UKS,NG-R6220-100UKS,Networking & Communications,Wireless,Routers,http://www.e-cdn.co.uk/original-images/7621695.jpg,http://www.e-cdn.co.uk/thumb-images/500x500/7621695.jpg,0,55.1
5 PORT AC1750 WIFI ROUTER WITH EXT ANTENNA,5 PORT AC1750 WIFI ROUTER WITH EXT ANTENNA,Netgear,R6400-100UKS,NG-R6400-100UKS,Networking & Communications,Wireless,Routers,http://www.e-cdn.co.uk/original-images/6461035.jpg,http://www.e-cdn.co.uk/thumb-images/500x500/6461035.jpg,0,70.85
5 PORT AC2600 WIFI ROUTER,5 PORT AC2600 WIFI ROUTER,Netgear,R7800-100UKS,NG-R7800-100UKS,Networking & Communications,Wireless,Routers,http://www.e-cdn.co.uk/original-images/6461038.jpg,http://www.e-cdn.co.uk/thumb-images/500x500/6461038.jpg,0,133.82
Netgear R8000 Gigabit Ethernet Black wireless router,"Netgear R8000, IEEE 802.11ac, 1300 Mbit/s, IEEE 802.11a,IEEE 802.11ac,IEEE 802.11b,IEEE 802.11g,IEEE 802.11n, 256-QAM, Gigabit Ethernet, 10,100,1000 Mbit/s",Netgear,R8000-100UKS,NG-R8000-100UKS,Networking & Communications,Wireless,Routers,http://www.e-cdn.co.uk/original-images/1202952.jpg,http://www.e-cdn.co.uk/thumb-images/500x500/1202952.jpg,0,149.57
7 PORT AC5300 SMART WIFI ROUTER,7 PORT AC5300 SMART WIFI ROUTER,Netgear,R8500-100UKS,NG-R8500-100UKS,Networking & Communications,Wireless,Routers,,,0,236.16
"Netgear 12TB ReadyDATA 5200 2U Ethernet LAN Black,Silver","Netgear 12TB ReadyDATA 5200, 12000 GB, Serial ATA, 1000 GB, 0, 1, 5, 6, 10, Intel� Xeon�, 2.66 GHz",Netgear,RD521210-100WWS,NG-RD521210-100WWS,Storage,SAN,,http://www.e-cdn.co.uk/original-images/272558.png,http://www.e-cdn.co.uk/thumb-images/500x500/272558.png,0,6149.61
Netgear 6x2TB SATA HDD 2000GB Serial ATA internal hard drive,"Netgear 6x2TB SATA HDD, 2000 GB, Serial ATA, 7200 RPM, 3.5"", Server/workstation, RD5200 RD521210",Netgear,RD5D6LT02-100WWS,NG-RD5D6LT02-100WWS,Storage,SAN,,,,0,1669.18
Netgear RDD1LT03 3072GB Serial ATA internal hard drive,"Netgear RDD1LT03, 3072 GB, Serial ATA, 7200 RPM, 3.5"", HDD, Windows 7 Home Basic,Windows 7 Home Basic x64,Windows 7 Home Premium,Windows 7 Home Premium x64,Wind",Netgear,RDD1LT03-10000S,NG-RDD1LT03-10000S,Storage,SAN,,,,0,322.86
READYNAS FAN 3220/4220,READYNAS FAN 3220/4220,Netgear,RFAN04-10000S,NG-RFAN04-10000S,Storage,SAN,,,,0,30.74
Netgear ReadyNAS 212,"Netgear ReadyNAS 212, HDD, SSD, Serial ATA, 2.5/3.5"", 12 TB, 0, 1, 5, 6, 10, JBOD, BTRFS,FAT32,HFS+,NTFS,ext3,ext4",Netgear,RN21200-100NES,NG-RN21200-100NES,Storage,NAS,Diskless,http://www.e-cdn.co.uk/original-images/272558.png,http://www.e-cdn.co.uk/thumb-images/500x500/272558.png,0,188.66
Netgear ReadyNAS 2120 v2,"Netgear ReadyNAS 2120 v2, 4000 GB, HDD, HDD, SSD, Serial ATA, 1000 GB, 2.5/3.5""",Netgear,RN21241D-200NES,NG-RN21241D-200NES,Storage,NAS,Populated,http://www.e-cdn.co.uk/original-images/272558.png,http://www.e-cdn.co.uk/thumb-images/500x500/272558.png,0,555.2
Netgear RN212 NAS Desktop Ethernet LAN Black,"Netgear RN212, A15, Serial ATA III, 2.5/3.5"", NAS, Desktop, HDD",Netgear,RN212D22-100NES,NG-RN212D22-100NES,Storage,NAS,Populated,http://www.e-cdn.co.uk/original-images/1203011.jpg,http://www.e-cdn.co.uk/thumb-images/500x500/1203011.jpg,0,281.46
Netgear RN212 NAS Desktop Ethernet LAN Black,"Netgear RN212, A15, Serial ATA III, 2.5/3.5"", NAS, Desktop, HDD",Netgear,RN212D23-100NES,NG-RN212D23-100NES,Storage,NAS,Populated,http://www.e-cdn.co.uk/original-images/1203013.jpg,http://www.e-cdn.co.uk/thumb-images/500x500/1203013.jpg,0,307.52
Netgear RN214 NAS Desktop Ethernet LAN Black,"Netgear RN214, A15, Serial ATA III, 2.5/3.5"", NAS, Desktop, HDD",Netgear,RN214D42-100NES,NG-RN214D42-100NES,Storage,NAS,Populated,http://www.e-cdn.co.uk/original-images/1203015.jpg,http://www.e-cdn.co.uk/thumb-images/500x500/1203015.jpg,0,432.63
Netgear RN214 NAS Desktop Ethernet LAN Black,"Netgear RN214, 12000 GB, HDD, HDD, SSD, Serial ATA III, 3000 GB, 2.5/3.5""",Netgear,RN214D43-100NES,NG-RN214D43-100NES,Storage,NAS,Populated,,,0,484.74
"Netgear ReadyNAS 3130 NAS Rack (1U) Ethernet LAN Black,Grey","Netgear ReadyNAS 3130, 12000 GB, HDD, HDD, SSD, Serial ATA, 3000 GB, 2.5/3.5""",Netgear,RN31343E-100NES,NG-RN31343E-100NES,Storage,NAS,Populated,http://www.e-cdn.co.uk/original-images/272558.png,http://www.e-cdn.co.uk/thumb-images/500x500/272558.png,0,1018.9
Netgear ReadyNAS 3138,"Netgear ReadyNAS 3138, HDD, SSD, Serial ATA, 2.5/3.5"", 32 TB, 0, 1, 5, 6, 10, FAT32,HFS+,NTFS,ext3,ext4",Netgear,RN3138-100NES,NG-RN3138-100NES,Storage,NAS,Diskless,http://www.e-cdn.co.uk/original-images/1203024.jpg,http://www.e-cdn.co.uk/thumb-images/500x500/1203024.jpg,0,551.02
Netgear ReadyNAS 316,"Netgear ReadyNAS 316, 6000 GB, Serial ATA, 1000 GB, 2.5/3.5"", 24 TB, 0, 1, 5, 6, 10, JBOD",Netgear,RN31661D-100EUS,NG-RN31661D-100EUS,Storage,NAS,Populated,,,0,798
Netgear ReadyNAS 316,"Netgear ReadyNAS 316, 24000 GB, Serial ATA, 4000 GB, 2.5/3.5"", 24 TB, 0, 1, 5, 6, 10, JBOD",Netgear,RN31664D-100EUS,NG-RN31664D-100EUS,Storage,NAS,Populated,,,0,1725.2
Netgear ReadyNAS 3138,"Netgear ReadyNAS 3138, 8000 GB, HDD, HDD, SSD, Serial ATA, 2000 GB, 2.5/3.5""",Netgear,RN31842E-100NES,NG-RN31842E-100NES,Storage,NAS,Populated,http://www.e-cdn.co.uk/original-images/272558.png,http://www.e-cdn.co.uk/thumb-images/500x500/272558.png,0,877.06
Netgear ReadyNAS 3138,"Netgear ReadyNAS 3138, 12000 GB, HDD, HDD, SSD, Serial ATA, 3000 GB, 2.5/3.5""",Netgear,RN31843E-100NES,NG-RN31843E-100NES,Storage,NAS,Populated,http://www.e-cdn.co.uk/original-images/272558.png,http://www.e-cdn.co.uk/thumb-images/500x500/272558.png,0,1007.07
Netgear ReadyNAS 3138,"Netgear ReadyNAS 3138, 16000 GB, HDD, HDD, SSD, Serial ATA, 4000 GB, 2.5/3.5""",Netgear,RN31844E-100NES,NG-RN31844E-100NES,Storage,NAS,Populated,http://www.e-cdn.co.uk/original-images/272558.png,http://www.e-cdn.co.uk/thumb-images/500x500/272558.png,0,1141.16
"Netgear ReadyNAS 4220 Rack (2U) Ethernet LAN Black,Silver","Netgear ReadyNAS 4220, 18000 GB, Serial ATA, 3000 GB, 2.5/3.5"", 48 TB, 0, 1, 5, 6, 10, JBOD",Netgear,RN422X63E-100NES,NG-RN422X63E-100NES,Storage,NAS,Populated,http://www.e-cdn.co.uk/original-images/272558.png,http://www.e-cdn.co.uk/thumb-images/500x500/272558.png,0,3444.69
2U PSU READYNAS READYDATA,2U PSU READYNAS READYDATA,Netgear,RPSU01-10000S,NG-RPSU01-10000S,Storage,NAS,Accessories,,,0,264.51
Netgear ReadyNAS 3312 NAS Rack (2U) Ethernet LAN Black,"Netgear ReadyNAS 3312, 24000 GB, SSD, SSD, Serial ATA III, 2000 GB, 120 TB",Netgear,RR3312G2-10000S,NG-RR3312G2-10000S,Storage,NAS,Populated,http://www.e-cdn.co.uk/original-images/272558.png,http://www.e-cdn.co.uk/thumb-images/500x500/272558.png,0,3605.57
Netgear RRDESK01-10000S software license/upgrade,"Netgear RRDESK01-10000S, Windows 7 Enterprise,Windows 7 Enterprise x64,Windows 7 Home Basic,Windows 7 Home Basic x64,Windows",Netgear,RRDESK01-10000S,NG-RRDESK01-10000S,Networking & Communications,Warranty & Upgrade Licenses,,,,0,62.67
Netgear ReadyRECOVER 100pk,"Netgear ReadyRECOVER 100pk, PC, Windows 7 Enterprise, Windows 8, Windows Vista Home Premium, Windows 8 Enterprise, Windows 7 Home Ba",Netgear,RRDESK100-10000S,NG-RRDESK100-10000S,Networking & Communications,Warranty & Upgrade Licenses,,http://www.e-cdn.co.uk/original-images/1203051.jpg,http://www.e-cdn.co.uk/thumb-images/500x500/1203051.jpg,0,5134.5
Netgear ReadyRECOVER 20pk,"Netgear ReadyRECOVER 20pk, PC, Windows 7 Enterprise, Windows 8, Windows Vista Home Premium, Windows 8 Enterprise, Windows 7 Home Ba",Netgear,RRDESK20-10000S,NG-RRDESK20-10000S,Networking & Communications,Warranty & Upgrade Licenses,,http://www.e-cdn.co.uk/original-images/1203053.jpg,http://www.e-cdn.co.uk/thumb-images/500x500/1203053.jpg,0,1166.71
Netgear ReadyRECOVER 2000pk,"Netgear ReadyRECOVER 2000pk, PC, Windows 7 Enterprise, Windows 8, Windows Vista Home Premium, Windows 8 Enterprise, Windows 7 Home Ba",Netgear,RRDESK2K-10000S,NG-RRDESK2K-10000S,Networking & Communications,Warranty & Upgrade Licenses,,http://www.e-cdn.co.uk/original-images/1203055.jpg,http://www.e-cdn.co.uk/thumb-images/500x500/1203055.jpg,0,67486.09
